pokeCatch&Félicitations {user}, tu as attrapé {pokeName}.
pokeRarity&C'est un pokémon **{rarity}**.
pokeAlready&Tu as déjà attrapé ce Pokémon.😕
pokeExtraRolls&Pokéballs +{number}.
rollsHours&{user}, ta prochaine Pokéball sera disponible dans {hours} heure {minutes} minutes.\nPokéballs: `{number}`.
rollsMinutes&{user}, ta prochaine Pokéball sera disponible dans {minutes} minutes.\nPokéballs: `{number}`.
pokeNewForm&Tu as déjà attrapé ce Pokémon, mais c'est une nouvelle forme !🆕
common&Commun
uncommon&Peu commun
rare&Rare
superRare&Super Rare
legendary&Légendaire
missingPerms&Je suis désolée mais vous ne remplissez pas les conditions pour exécuter cette commande : `{commandName}`.\nCette commande nécessite la permission suivante : `{permission}`.
lackPerms&Je suis désolée mais la personne ciblée a autant ou plus de permissions que vous. Vous ne pouvez pas la cibler avec cette commande : `{commandName}`.
normal&Normal
male&Mâle
female&Femelle
chooseEvolution&Choisis une évolution
description&Description
evolution&Évolution
evolvedBy&A évolué en
userPokedex&Pokédex de {user}
shinies&Chromatiques✨ :
shinyPoke&Pokémons chromatiques
noPoke&Aucun Pokémon.
newPrefix&Mon préfixe sur ce serveur est maintenant `{prefix}` :)
banReason&Vous avez été banni⋅e de **{guild}**.\nRaison : `{reason}`.
banNoReason&Vous avez été banni⋅e de **{guild}**.\nAucune raison n'a été donnée.
userBanned&Utilisateur banni.
welcomeDisabled&Les messages de bienvenue et de départ sont désactivés, utilisez `/welcome channel : ...` pour les rétablir.
welcomeChannel&Les messages de bienvenue seront maintenant envoyés dans <#{channel}>.
announcementsDisabled&Messages d'annonces de KannaSucre désactivés, utilisez `/announcements channel : ...` pour les rétablir.
announcementsChannel&Les messages d'annonces seront maintenant envoyés dans <#{channel}>.
kannaMissPerms&Je n'ai pas assez de permissions pour faire cela !
kannaError&Une erreur est survenue, elle sera signalée au programmeur.
hugLonely&{user}, on dirait que tu te sens seul⋅e, prends mon câlin! ❤️
hugUser&{user}, {otherUser} t'a fait un câlin ! ❤️
userStand&{user}, tu es le porteur du stand **{standName}**.
pruneUser&{number} messages de `{user}` ont été supprimés de `{guild}`.
clearMessages&{number} messages ont été supprimés :D
clearMore&Vous ne pouvez pas effacer plus de 50 messages en même temps.
kickNoReason&Vous avez été expulsé⋅e de **{guild}**.\nAucune raison n'a été donnée.
kickReason&Vous avez été expulsé⋅e de **{guild}**.\nMotif :`{reason}`.
userKicked&Utilisateur expulsé.
isShiny&Attends, il est chromatique ?!? ✨
pokeinfoNotFound&Introuvable :(
pokeinfoNoSuch&Ce Pokémon n'existe pas.
pokeinfoInput&J'ai besoin de l'ID du Pokémon ou de son nom.
commandBot&Cette commande n'est pas prise en charge pour les bots.
rollsAvailable&{user}, tu peux lancer une Pokéball.\nPokéballs:`{number}`.
diceRoll&Tu as lancé un dé entre 1 et {maxNumber}, tu es tombé·e sur un **{randomNumber}** !
servericon&Ce serveur ne possède pas d'icône.
usericon&Cet utilisateur n'a pas de photo de profil.
noAccess&Désolée, je n'ai pas accès à ce salon.
newLanguage&À partir de maintenant, je parlerai français !
userShiny&Pokémons chromatiques de {user}
page&page {current}/{total}
